"","mean_temp_AG","mean_temp_HB","mcse_temp_AG","mcse_temp_HB","rhat_temp_AG","rhat_temp_HB","ess_temp_AG","ess_temp_HB","eff_temp_AG","eff_temp_HB"
"1",109.096091070548,106.621030616972,1.63312801325978,2.24361943311605,1.03859161589007,1.03775939615441,186.720956778281,109.79650869738,0.268819123575657,0.0381867959554725
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
