"","mean_temp_AG","mean_temp_HB","mean_AG","mcse_temp_AG","mcse_temp_HB","mcse_AG","rhat_temp_AG","rhat_temp_HB","rhat_AG","ess_temp_AG","ess_temp_HB","ess_AG","eff_temp_AG","eff_temp_HB","eff_AG"
"1",85.8563191983484,84.3117748025396,92.1285342220277,1.92313969677411,1.6932986248597,2.99084804285169,1.03465791315814,1.01303819639271,1.06734723788256,152.145226693527,231.210424416717,78.5493832586899,0.197023672969975,0.0786678862418099,0.112233446342118
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
