"","mean_temp_AG","mean_temp_HB","mean_AG","mcse_temp_AG","mcse_temp_HB","mcse_AG","rhat_temp_AG","rhat_temp_HB","rhat_AG","ess_temp_AG","ess_temp_HB","ess_AG","eff_temp_AG","eff_temp_HB","eff_AG"
"1",6.14416797492713,6.18814193254,6.12941785396666,0.0123991683475247,0.0403079392840537,0.0122966830279565,1.00002600127521,1.00044649190068,1.00008707556352,55016.136551292,5217.17485062656,56250.4744233126,71.2443073734262,1.77511078355621,80.3721727784427
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
