"","mean_temp_AG","mean_temp_HB","mean_AG","mcse_temp_AG","mcse_temp_HB","mcse_AG","rhat_temp_AG","rhat_temp_HB","rhat_AG","ess_temp_AG","ess_temp_HB","ess_AG","eff_temp_AG","eff_temp_HB","eff_AG"
"1",24.0273267908693,24.1999600696739,24.0188936787606,0.0753627172254676,0.243533586218571,0.0725731794047055,1.00039887032063,1.00266859165236,1.00052864370016,9530.70728751403,1195.34858067568,10141.7277620267,12.3419905875208,0.406709802990633,14.4907701547086
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
