"","mean_temp_AG","mean_temp_HB","mean_AG","mcse_temp_AG","mcse_temp_HB","mcse_AG","rhat_temp_AG","rhat_temp_HB","rhat_AG","ess_temp_AG","ess_temp_HB","ess_AG","eff_temp_AG","eff_temp_HB","eff_AG"
"1",13.6196265369581,13.6438692603329,13.6893109844767,0.0304278102004084,0.0849318868036013,0.0300261135595753,1.00007378579546,1.00029531534877,1.00013651153291,25019.552345046,3200.62352968551,25755.9755112735,32.3995974518157,1.08899193611772,36.8008223058025
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
