"","mean_temp_AG","mean_temp_HB","mean_AG","mcse_temp_AG","mcse_temp_HB","mcse_AG","rhat_temp_AG","rhat_temp_HB","rhat_AG","ess_temp_AG","ess_temp_HB","ess_AG","eff_temp_AG","eff_temp_HB","eff_AG"
"1",109.096091070548,106.621030616972,129.855388999936,1.63312801325978,2.24361943311605,9.11328580486352,1.03859161589007,1.03775939615441,1.24960476317514,186.720956778281,109.79650869738,12.3041176661242,0.241798244509041,0.0373575684476314,0.0175804503177342
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
