"","mean_AG_lowrank","mcse_AG_lowrank","ess_AG_lowrank","eff_AG_lowrank"
"1",122.5255,106.0561217745,6.99850622715549,2.89194472198456
"2",60096.6074,20.7196770909404,14213.6856482099,5873.4238216139
"3",234.66904862745,0.0812536356507466,14262.6625624291,5893.6622159195
