"","mean_temp_AG","mean_temp_HB","mcse_temp_AG","mcse_temp_HB","rhat_temp_AG","rhat_temp_HB","ess_temp_AG","ess_temp_HB","eff_temp_AG","eff_temp_HB"
"1",150.450040858618,143.867365435804,4.62990635869698,2.78389151613554,1.08236857011089,1.08784646681335,68.7013205794399,129.407224436154,0.0941573158683411,0.0430054921780747
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
