"","mean_temp_AG","mean_temp_HB","mcse_temp_AG","mcse_temp_HB","rhat_temp_AG","rhat_temp_HB","ess_temp_AG","ess_temp_HB","eff_temp_AG","eff_temp_HB"
"1",24.0283472368817,23.6077746978695,0.0716892127516676,0.257013358728764,1.00027216175237,1.0067458662334,10505.0548280064,1054.3085866535,14.3975073159053,0.350375026387914
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
