"","mean_temp_AG","mean_temp_HB","mcse_temp_AG","mcse_temp_HB","rhat_temp_AG","rhat_temp_HB","ess_temp_AG","ess_temp_HB","eff_temp_AG","eff_temp_HB"
"1",171.127155522213,151.724563649105,8.50892075502459,8.77316403515542,1.1218019888136,1.1301263444688,25.619267097005,24.0365797167493,0.03511200955124,0.00798800024882947
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
