"","mean_temp_AG","mean_temp_HB","mcse_temp_AG","mcse_temp_HB","rhat_temp_AG","rhat_temp_HB","ess_temp_AG","ess_temp_HB","eff_temp_AG","eff_temp_HB"
"1",13.610538082324,13.4845137901002,0.0299639409685938,0.0883957797852183,1.00025691436637,1.00152006528244,25498.9380149844,2926.87312451521,34.9470947681121,0.972678456021266
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
